"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format <#COLHDR>"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1951 to August 7, 2016, retrieved on August 8, 2016"
" (23961 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 72% of requested data were available from station MONTEREY.C.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation        21614         1981            0          366            0        "
"                     MONTEREY.C   CASTROVL.A   none         MONTEREY.C   "
"Air Temps, max/min   21417         2115            0          429            0        "
"                     MONTEREY.C   CASTROVL.A   none         MONTEREY.C   "
"Air Temps, observed  21518            0            0            0         2443        "
"                     MONTEREY.C   none         none         none         "
"Weather Condition     4546            0            0            0        19415        "
"                     MONTEREY.C   none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
MONTEREY.C,19510124,1800,0.000,,18.3,5.0,11.1,,,,,,,,,,,,
MONTEREY.C,19510125,1800,0.000,,20.6,3.9,12.2,,,,,,,,,,,,
MONTEREY.C,19510126,1800,0.000,,15.6,5.0,8.9,,,,,,,,,,,,
MONTEREY.C,19510127,1800,0.000,,12.8,6.1,10.0,,,,,,,,,,,,
MONTEREY.C,19510128,1800,0.000,,20.0,5.6,8.3,,,,,,,,,,,,
MONTEREY.C,19510129,1800,6.599,,10.0,5.0,5.0,HL,,,,,,,,,,,
MONTEREY.C,19510130,1800,0.000,,11.1,2.2,2.8,,,,,,,,,,,,
MONTEREY.C,19510131,1800,0,,13.9,-0.6,8.3,,,,,,,,,,,,
MONTEREY.C,19510201,1800,0.000,,16.7,0.0,6.1,,,,,,,,,,,,
MONTEREY.C,19510202,1800,0.000,,16.1,3.3,,,,,,,,,,,,,
MONTEREY.C,19510203,2359,0.000,,16.7,7.2,,,,,,,,,,,,,
MONTEREY.C,19510204,1800,2.284,,20.0,12.8,18.3,R,,,,,,,,,,,
MONTEREY.C,19510205,1800,13.70,,18.3,12.2,12.2,R,,,,,,,,,,,
MONTEREY.C,19510206,1800,0.000,,20.0,6.1,11.1,,,,,,,,,,,,
MONTEREY.C,19510207,1800,0.000,,20.0,10.6,11.7,,,,,,,,,,,,
MONTEREY.C,19510208,1800,0.000,,20.6,8.3,14.4,,,,,,,,,,,,
MONTEREY.C,19510209,1800,0.000,,19.4,6.1,10.0,,,,,,,,,,,,
MONTEREY.C,19510210,1800,2.284,,19.4,8.3,13.9,R,,,,,,,,,,,
MONTEREY.C,19510211,1800,5.584,,16.7,7.8,11.7,R,,,,,,,,,,,
MONTEREY.C,19510212,1800,0.000,,13.9,5.6,,,,,,,,,,,,,
MONTEREY.C,19510213,2359,0.000,,16.1,7.8,,,,,,,,,,,,,
MONTEREY.C,19510214,1800,0.000,,18.9,6.7,,,,,,,,,,,,,
MONTEREY.C,19510215,1800,0.000,,15.0,5.0,,,,,,,,,,,,,
MONTEREY.C,19510216,1800,0.000,,14.4,4.4,,,,,,,,,,,,,
MONTEREY.C,19510217,2359,0.000,,16.1,8.3,,,,,,,,,,,,,
MONTEREY.C,19510218,2359,0.000,,16.1,7.2,,,,,,,,,,,,,
MONTEREY.C,19510219,2359,0.000,,16.1,7.8,,,,,,,,,,,,,
MONTEREY.C,19510220,1800,0.000,,15.6,5.0,9.4,,,,,,,,,,,,
MONTEREY.C,19510221,1800,8.122,,12.8,3.9,7.2,HL,,,,,,,,,,,
MONTEREY.C,19510222,1800,3.553,,12.8,1.1,7.2,R,,,,,,,,,,,
MONTEREY.C,19510223,1800,1.015,,12.8,2.2,7.2,R,,,,,,,,,,,
MONTEREY.C,19510224,2359,0.000,,15.6,7.2,,,,,,,,,,,,,
MONTEREY.C,19510225,2359,0.000,,16.7,7.2,,,,,,,,,,,,,
MONTEREY.C,19510226,1800,3.046,,15.0,1.7,5.6,R,,,,,,,,,,,
MONTEREY.C,19510227,2359,4.061,,16.7,7.8,,R,,,,,,,,,,,
MONTEREY.C,19510228,1800,20.81,,12.2,0.6,1.1,R,,,,,,,,,,,
MONTEREY.C,19510301,2359,3.807,,15.6,7.8,,,,,,,,,,,,,
MONTEREY.C,19510302,2359,4.061,,16.1,7.8,,,,,,,,,,,,,
MONTEREY.C,19510303,2359,4.061,,16.1,7.8,,,,,,,,,,,,,
MONTEREY.C,19510304,2359,4.569,,16.1,7.2,,,,,,,,,,,,,
MONTEREY.C,19510305,2359,5.330,,16.1,7.8,,,,,,,,,,,,,
MONTEREY.C,19510306,2359,2.284,,16.7,7.2,,,,,,,,,,,,,
MONTEREY.C,19510307,2359,1.269,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510308,2359,2.031,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510309,2359,1.269,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510310,2359,5.076,,17.8,7.8,,,,,,,,,,,,,
MONTEREY.C,19510311,2359,1.777,,17.2,8.3,,,,,,,,,,,,,
MONTEREY.C,19510312,2359,2.792,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510313,2359,4.061,,16.1,7.8,,,,,,,,,,,,,
MONTEREY.C,19510314,2359,2.538,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510315,2359,3.046,,16.7,7.2,,,,,,,,,,,,,
MONTEREY.C,19510316,2359,2.284,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510317,2359,3.807,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510318,2359,1.777,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510319,2359,1.269,,17.2,8.3,,,,,,,,,,,,,
MONTEREY.C,19510320,2359,2.284,,17.2,8.3,,,,,,,,,,,,,
MONTEREY.C,19510321,2359,2.792,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510322,2359,3.300,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510323,2359,1.523,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510324,2359,2.792,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510325,2359,3.300,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510326,2359,3.300,,16.7,7.2,,,,,,,,,,,,,
MONTEREY.C,19510327,2359,1.523,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510328,2359,2.538,,17.2,7.2,,,,,,,,,,,,,
MONTEREY.C,19510329,2359,1.269,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510330,2359,0.254,,17.8,7.8,,,,,,,,,,,,,
MONTEREY.C,19510331,2359,3.300,,17.8,7.2,,,,,,,,,,,,,
MONTEREY.C,19510401,2359,3.046,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510402,2359,0.761,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510403,2359,1.269,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510404,2359,2.284,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510405,2359,1.523,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510406,2359,0.508,,16.7,8.3,,,,,,,,,,,,,
MONTEREY.C,19510407,2359,1.269,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510408,2359,1.015,,16.7,7.8,,,,,,,,,,,,,
MONTEREY.C,19510409,2359,0.761,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510410,2359,1.015,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510411,2359,2.538,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510412,2359,1.015,,17.8,7.8,,,,,,,,,,,,,
MONTEREY.C,19510413,2359,1.269,,18.3,8.3,,,,,,,,,,,,,
MONTEREY.C,19510414,2359,1.523,,17.8,7.8,,,,,,,,,,,,,
MONTEREY.C,19510415,2359,0.508,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510416,2359,0.761,,17.2,8.3,,,,,,,,,,,,,
MONTEREY.C,19510417,2359,1.523,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510418,2359,1.269,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510419,2359,1.269,,18.3,7.8,,,,,,,,,,,,,
MONTEREY.C,19510420,2359,2.031,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510421,2359,1.015,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510422,2359,0.508,,18.3,8.3,,,,,,,,,,,,,
MONTEREY.C,19510423,2359,2.538,,17.8,8.3,,,,,,,,,,,,,
MONTEREY.C,19510424,2359,1.269,,17.2,7.8,,,,,,,,,,,,,
MONTEREY.C,19510425,2359,0.761,,17.8,8.3,,,,,,,,,,,,,
MONTEREY.C,19510426,2359,0.254,,18.3,8.3,,,,,,,,,,,,,
MONTEREY.C,19510427,2359,0.761,,18.9,8.3,,,,,,,,,,,,,
MONTEREY.C,19510428,2359,2.031,,18.9,8.3,,,,,,,,,,,,,
MONTEREY.C,19510429,2359,1.269,,18.3,8.3,,,,,,,,,,,,,
MONTEREY.C,19510430,2359,1.015,,18.3,8.3,,,,,,,,,,,,,
MONTEREY.C,19510501,2359,0.508,,18.3,8.3,,,,,,,,,,,,,
MONTEREY.C,19510502,2359,0.508,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510503,2359,0.508,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510504,2359,0.508,,17.8,8.9,,,,,,,,,,,,,
MONTEREY.C,19510505,2359,1.269,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510506,2359,0.254,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510507,2359,0.761,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510508,2359,0.508,,18.3,8.9,,,,,,,,,,,,,
MONTEREY.C,19510509,2359,0.254,,17.8,8.3,,,,,,,,,,,,,
MONTEREY.C,19510510,2359,0.254,,17.2,8.3,,,,,,,,,,,,,
MONTEREY.C,19510511,1800,0.000,,17.2,7.8,14.4,,,,,,,,,,,,
MONTEREY.C,19510512,1800,0.000,,17.2,7.2,11.7,,,,,,,,,,,,
MONTEREY.C,19510513,1800,0.000,,16.1,7.8,13.3,,,,,,,,,,,,
MONTEREY.C,19510514,1800,0.000,,22.2,7.8,12.8,,,,,,,,,,,,
MONTEREY.C,19510515,1800,0.000,,20.6,6.7,13.9,,,,,,,,,,,,
MONTEREY.C,19510516,1800,0.000,,19.4,8.9,12.8,,,,,,,,,,,,
MONTEREY.C,19510517,1800,0.000,,18.3,9.4,12.8,,,,,,,,,,,,
MONTEREY.C,19510518,1800,0.000,,17.2,10.0,12.8,,,,,,,,,,,,
MONTEREY.C,19510519,1800,0.000,,17.8,9.4,11.7,,,,,,,,,,,,
MONTEREY.C,19510520,1800,0.000,,14.4,10.0,11.7,,,,,,,,,,,,
MONTEREY.C,19510521,1800,0.000,,15.6,9.4,11.7,,,,,,,,,,,,
MONTEREY.C,19510522,1800,0.000,,15.6,10.6,12.2,F,,,,,,,,,,,
MONTEREY.C,19510523,1800,0.000,,17.2,11.1,13.9,,,,,,,,,,,,
MONTEREY.C,19510524,1800,0.000,,21.7,9.4,15.0,,,,,,,,,,,,
MONTEREY.C,19510525,1800,0.000,,31.7,9.4,25.0,,,,,,,,,,,,
MONTEREY.C,19510526,1800,0.000,,27.8,11.7,20.6,,,,,,,,,,,,
MONTEREY.C,19510527,1800,0.000,,20.6,11.1,12.2,F,,,,,,,,,,,
MONTEREY.C,19510528,1800,0.000,,16.7,10.6,13.9,,,,,,,,,,,,
MONTEREY.C,19510529,1800,0.000,,16.1,8.9,9.4,,,,,,,,,,,,
MONTEREY.C,19510530,1800,0.000,,18.9,8.9,13.3,,,,,,,,,,,,
MONTEREY.C,19510531,1800,0.000,,21.1,8.9,13.9,,,,,,,,,,,,
MONTEREY.C,19510601,1800,0.000,,26.1,7.2,13.9,,,,,,,,,,,,
MONTEREY.C,19510602,1800,0.000,,23.3,6.7,16.7,,,,,,,,,,,,
MONTEREY.C,19510603,1800,0.000,,16.7,9.4,10.0,,,,,,,,,,,,
MONTEREY.C,19510604,1800,0.000,,16.7,8.9,12.2,,,,,,,,,,,,
MONTEREY.C,19510605,1800,0.000,,14.4,9.4,11.7,,,,,,,,,,,,
MONTEREY.C,19510606,1800,0.000,,16.1,8.9,12.8,,,,,,,,,,,,
MONTEREY.C,19510607,1800,0.000,,16.1,8.3,11.7,,,,,,,,,,,,
MONTEREY.C,19510608,1800,0.000,,13.9,9.4,11.7,F,,,,,,,,,,,
MONTEREY.C,19510609,1800,0.000,,13.9,9.4,11.7,F,,,,,,,,,,,
MONTEREY.C,19510610,1800,0.000,,13.3,8.9,11.7,F,,,,,,,,,,,
MONTEREY.C,19510611,1800,0.000,,14.4,8.9,10.6,F,,,,,,,,,,,
MONTEREY.C,19510612,1800,0.000,,17.2,10.0,13.9,,,,,,,,,,,,
MONTEREY.C,19510613,1800,0.000,,18.3,9.4,13.9,,,,,,,,,,,,
MONTEREY.C,19510614,1800,0.000,,18.3,11.1,13.9,,,,,,,,,,,,
MONTEREY.C,19510615,1800,0.000,,18.3,11.7,13.9,,,,,,,,,,,,
MONTEREY.C,19510616,1800,0,,16.1,11.7,13.3,F,,,,,,,,,,,
MONTEREY.C,19510617,1800,0,,15.0,11.1,12.8,F,,,,,,,,,,,
MONTEREY.C,19510618,1800,0.000,,18.9,11.7,14.4,,,,,,,,,,,,
MONTEREY.C,19510619,1800,0.000,,16.1,12.8,16.1,F,,,,,,,,,,,
MONTEREY.C,19510620,1800,0.000,,18.3,12.8,15.6,F,,,,,,,,,,,
MONTEREY.C,19510621,1800,0.000,,18.3,12.8,15.6,F,,,,,,,,,,,
MONTEREY.C,19510622,1800,0.000,,20.6,12.2,13.3,,,,,,,,,,,,
MONTEREY.C,19510623,1800,0.000,,19.4,11.7,13.9,,,,,,,,,,,,
MONTEREY.C,19510624,1800,0.000,,17.8,11.1,13.9,,,,,,,,,,,,
MONTEREY.C,19510625,1800,0.000,,18.3,12.2,13.9,,,,,,,,,,,,
MONTEREY.C,19510626,1800,0.000,,18.9,12.8,12.8,,,,,,,,,,,,
MONTEREY.C,19510627,1800,0.000,,18.9,11.7,14.4,,,,,,,,,,,,
MONTEREY.C,19510628,1800,0.000,,18.9,11.1,13.9,,,,,,,,,,,,
MONTEREY.C,19510629,1800,0.000,,18.3,11.1,13.3,,,,,,,,,,,,
MONTEREY.C,19510630,1800,0.000,,16.1,10.6,12.8,F,,,,,,,,,,,
MONTEREY.C,19510701,1800,0.000,,18.3,11.1,13.9,,,,,,,,,,,,
MONTEREY.C,19510702,1800,0.000,,18.3,11.7,12.2,,,,,,,,,,,,
MONTEREY.C,19510703,1800,0.000,,18.3,10.6,13.9,,,,,,,,,,,,
MONTEREY.C,19510704,1800,0.000,,18.9,8.3,13.3,,,,,,,,,,,,
MONTEREY.C,19510705,1800,0.000,,20.0,11.7,14.4,,,,,,,,,,,,
MONTEREY.C,19510706,1800,0.000,,20.0,8.3,15.0,,,,,,,,,,,,
MONTEREY.C,19510707,1800,0.000,,18.9,10.0,13.9,,,,,,,,,,,,
MONTEREY.C,19510708,1800,0.000,,20.0,10.0,13.9,,,,,,,,,,,,
MONTEREY.C,19510709,1800,0.000,,17.8,9.4,12.2,,,,,,,,,,,,
MONTEREY.C,19510710,1800,1.269,,13.3,10.6,12.2,R,,,,,,,,,,,
MONTEREY.C,19510711,1800,1.015,,16.7,10.6,15.0,R,,,,,,,,,,,
MONTEREY.C,19510712,1800,0.000,,17.2,11.7,12.2,,,,,,,,,,,,
MONTEREY.C,19510713,1800,0.000,,17.2,10.6,12.8,,,,,,,,,,,,
MONTEREY.C,19510714,1800,0.000,,16.7,9.4,15.0,,,,,,,,,,,,
MONTEREY.C,19510715,1800,0.000,,20.6,10.6,13.3,,,,,,,,,,,,
MONTEREY.C,19510716,1800,0.000,,17.2,9.4,13.3,,,,,,,,,,,,
MONTEREY.C,19510717,1800,0.000,,20.0,9.4,17.8,,,,,,,,,,,,
MONTEREY.C,19510718,1800,0.000,,26.1,11.1,20.6,,,,,,,,,,,,
MONTEREY.C,19510719,1800,0.000,,23.9,11.1,16.7,,,,,,,,,,,,
MONTEREY.C,19510720,1800,0.000,,16.7,11.1,12.8,,,,,,,,,,,,
MONTEREY.C,19510721,1800,0.000,,16.1,11.1,12.8,F,,,,,,,,,,,
MONTEREY.C,19510722,1800,0.000,,15.6,10.6,12.8,F,,,,,,,,,,,
MONTEREY.C,19510723,1800,0.254,,17.2,11.1,13.3,R,,,,,,,,,,,
MONTEREY.C,19510724,1800,0,,16.7,11.7,12.8,F,,,,,,,,,,,
MONTEREY.C,19510725,1800,0.000,,15.6,10.6,11.7,F,,,,,,,,,,,
MONTEREY.C,19510726,1800,0.254,,19.4,10.0,11.7,R,,,,,,,,,,,
MONTEREY.C,19510727,1800,0.254,,15.6,10.0,11.7,R,,,,,,,,,,,
MONTEREY.C,19510728,1800,0.000,,17.2,10.0,12.8,F,,,,,,,,,,,
MONTEREY.C,19510729,1800,0.000,,17.8,10.6,12.2,F,,,,,,,,,,,
MONTEREY.C,19510730,1800,0.000,,22.2,9.4,16.1,,,,,,,,,,,,
MONTEREY.C,19510731,1800,0.000,,18.9,9.4,12.2,,,,,,,,,,,,
MONTEREY.C,19510801,1800,0,,15.0,10.6,12.8,F,,,,,,,,,,,
MONTEREY.C,19510802,1800,0,,16.1,11.1,12.8,F,,,,,,,,,,,
MONTEREY.C,19510803,1800,0.000,,15.6,11.1,12.8,F,,,,,,,,,,,
MONTEREY.C,19510804,1800,0,,18.3,10.6,13.3,F,,,,,,,,,,,
MONTEREY.C,19510805,1800,0.508,,20.6,11.1,13.9,R,,,,,,,,,,,
MONTEREY.C,19510806,1800,0.254,,20.0,10.6,12.8,R,,,,,,,,,,,
MONTEREY.C,19510807,1800,0.000,,14.4,10.6,12.8,F,,,,,,,,,,,
MONTEREY.C,19510808,1800,0,,15.6,10.0,12.8,F,,,,,,,,,,,
MONTEREY.C,19510809,1800,0.254,,17.8,10.6,13.3,R,,,,,,,,,,,
MONTEREY.C,19510810,1800,0,,16.7,10.6,13.9,F,,,,,,,,,,,
MONTEREY.C,19510811,1800,0.000,,19.4,11.1,12.8,,,,,,,,,,,,
MONTEREY.C,19510812,1800,0.000,,20.6,8.9,11.7,,,,,,,,,,,,
MONTEREY.C,19510813,1800,0.000,,23.3,8.9,13.3,,,,,,,,,,,,
MONTEREY.C,19510814,1800,0.000,,25.6,8.9,16.7,,,,,,,,,,,,
MONTEREY.C,19510815,1800,0.000,,25.6,8.9,16.7,,,,,,,,,,,,
MONTEREY.C,19510816,1800,0.000,,21.7,11.1,14.4,,,,,,,,,,,,
MONTEREY.C,19510817,1800,0.000,,21.1,11.1,13.9,,,,,,,,,,,,
MONTEREY.C,19510818,1800,0.000,,20.6,11.7,13.9,,,,,,,,,,,,
MONTEREY.C,19510819,1800,0.000,,20.6,12.2,14.4,,,,,,,,,,,,
MONTEREY.C,19510820,1800,0.000,,21.1,12.8,15.0,,,,,,,,,,,,
MONTEREY.C,19510821,1800,0.000,,18.9,13.3,16.1,,,,,,,,,,,,
MONTEREY.C,19510822,1800,0.000,,21.7,11.1,15.0,,,,,,,,,,,,
MONTEREY.C,19510823,1800,0.000,,20.0,12.2,15.6,,,,,,,,,,,,
MONTEREY.C,19510824,1800,0.000,,19.4,12.8,13.9,,,,,,,,,,,,
MONTEREY.C,19510825,1800,0.000,,20.6,10.6,12.8,,,,,,,,,,,,
MONTEREY.C,19510826,1800,0.000,,17.8,11.7,13.3,F,,,,,,,,,,,
MONTEREY.C,19510827,1800,0.000,,18.3,11.1,13.3,F,,,,,,,,,,,
MONTEREY.C,19510828,1800,0.000,,16.7,11.7,15.0,,,,,,,,,,,,
MONTEREY.C,19510829,1800,0.000,,22.2,11.1,16.7,,,,,,,,,,,,
MONTEREY.C,19510830,1800,0.000,,22.2,12.2,15.6,,,,,,,,,,,,
MONTEREY.C,19510831,1800,0.000,,18.3,11.7,13.3,,,,,,,,,,,,
MONTEREY.C,19510901,1800,0.000,,19.4,12.8,16.1,F,,,,,,,,,,,
MONTEREY.C,19510902,1800,0.000,,16.1,11.7,12.8,F,,,,,,,,,,,
MONTEREY.C,19510903,1800,0.000,,16.7,11.1,13.9,F,,,,,,,,,,,
MONTEREY.C,19510904,1800,0.000,,19.4,11.7,14.4,,,,,,,,,,,,
MONTEREY.C,19510905,1800,0.000,,21.1,10.6,16.1,,,,,,,,,,,,
MONTEREY.C,19510906,1800,0.000,,18.3,12.2,12.8,,,,,,,,,,,,
MONTEREY.C,19510907,1800,0.000,,22.8,10.0,15.0,,,,,,,,,,,,
MONTEREY.C,19510908,1800,0.000,,32.2,10.0,20.0,,,,,,,,,,,,
MONTEREY.C,19510909,1800,0.000,,27.2,10.0,22.2,,,,,,,,,,,,
MONTEREY.C,19510910,1800,0.000,,23.3,11.1,15.6,,,,,,,,,,,,
MONTEREY.C,19510911,2359,0.000,,22.2,11.7,,,,,,,,,,,,,
MONTEREY.C,19510912,2359,0.000,,21.7,12.2,,,,,,,,,,,,,
MONTEREY.C,19510913,1800,0.000,,21.1,10.6,13.9,,,,,,,,,,,,
MONTEREY.C,19510914,1800,0.000,,21.1,12.8,16.7,,,,,,,,,,,,
MONTEREY.C,19510915,1800,0.000,,29.4,11.7,22.2,,,,,,,,,,,,
MONTEREY.C,19510916,1800,1.269,,22.8,13.3,15.0,R,,,,,,,,,,,
MONTEREY.C,19510917,1800,0.000,,18.3,12.2,14.4,,,,,,,,,,,,
MONTEREY.C,19510918,1800,0.000,,17.2,12.2,14.4,,,,,,,,,,,,
MONTEREY.C,19510919,1800,0.000,,22.8,11.7,15.6,,,,,,,,,,,,
MONTEREY.C,19510920,1800,0.000,,21.1,11.7,14.4,,,,,,,,,,,,
MONTEREY.C,19510921,1800,0.000,,16.7,11.7,13.3,,,,,,,,,,,,
MONTEREY.C,19510922,1800,0.000,,18.9,11.1,15.6,,,,,,,,,,,,
MONTEREY.C,19510923,1800,0.000,,17.8,10.6,13.3,,,,,,,,,,,,
MONTEREY.C,19510924,1800,0.000,,18.9,11.7,13.9,,,,,,,,,,,,
MONTEREY.C,19510925,1800,0.000,,17.8,11.1,13.3,,,,,,,,,,,,
MONTEREY.C,19510926,1800,0.000,,15.6,11.1,12.8,,,,,,,,,,,,
MONTEREY.C,19510927,1800,0.000,,18.9,11.7,14.4,,,,,,,,,,,,
