

"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1951 to November 7, 2016, retrieved on November 8, 2016"
" (24053 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 63% of requested data were available from station KINGCITY.C.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation        21491            0            0            0         2562        "
"                     KINGCITY.C   none         none         none         "
"Air Temps, max/min   20787            0            0            0         3266        "
"                     KINGCITY.C   none         none         none         "
"Air Temps, observed  17155            0            0            0         6898        "
"                     KINGCITY.C   none         none         none         "
"Weather Condition     1195            0            0            0        22858        "
"                     KINGCITY.C   none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
KINGCITY.C,19510524,1700,0.000,,30.6,8.3,26.7,,,,,,,,,,,,
KINGCITY.C,19510525,1700,0.000,,38.9,9.4,35.6,,,,,,,,,,,,
KINGCITY.C,19510526,1700,0.000,,35.6,13.3,27.2,,,,,,,,,,,,
KINGCITY.C,19510527,1700,0.000,,27.8,12.2,21.1,,,,,,,,,,,,
KINGCITY.C,19510528,1700,0.000,,30.0,11.7,23.9,,,,,,,,,,,,
KINGCITY.C,19510529,1700,0.000,,25.0,6.7,20.0,,,,,,,,,,,,
KINGCITY.C,19510530,1700,0.000,,26.1,8.3,22.2,,,,,,,,,,,,
KINGCITY.C,19510531,1700,0.000,,27.8,6.1,25.6,,,,,,,,,,,,
KINGCITY.C,19510601,1700,0.000,,28.3,3.9,26.7,,,,,,,,,,,,
KINGCITY.C,19510602,1700,0.000,,31.7,5.0,27.8,,,,,,,,,,,,
KINGCITY.C,19510603,1700,0.000,,28.3,6.7,24.4,,,,,,,,,,,,
KINGCITY.C,19510604,1700,0.000,,25.0,9.4,18.3,,,,,,,,,,,,
KINGCITY.C,19510605,1700,0.000,,20.0,7.8,18.3,,,,,,,,,,,,
KINGCITY.C,19510606,1700,0.000,,21.1,10.0,19.4,,,,,,,,,,,,
KINGCITY.C,19510607,1700,0.000,,23.3,7.2,18.3,,,,,,,,,,,,
KINGCITY.C,19510608,1700,0.000,,23.3,5.0,18.3,,,,,,,,,,,,
KINGCITY.C,19510609,1700,0.000,,26.1,9.4,21.1,,,,,,,,,,,,
KINGCITY.C,19510610,1700,0.000,,25.0,9.4,20.0,,,,,,,,,,,,
KINGCITY.C,19510611,1700,0.000,,26.1,6.1,19.4,,,,,,,,,,,,
KINGCITY.C,19510612,1700,0.000,,28.3,7.8,22.8,,,,,,,,,,,,
KINGCITY.C,19510613,1700,0.000,,30.0,8.3,23.9,,,,,,,,,,,,
KINGCITY.C,19510614,1700,0.000,,28.3,12.2,24.4,,,,,,,,,,,,
KINGCITY.C,19510615,1700,0.000,,26.7,12.8,23.3,,,,,,,,,,,,
KINGCITY.C,19510616,1700,0.000,,26.1,11.7,23.3,,,,,,,,,,,,
KINGCITY.C,19510617,1700,0.000,,23.9,11.7,20.6,,,,,,,,,,,,
KINGCITY.C,19510618,1700,0.000,,28.3,12.2,22.2,,,,,,,,,,,,
KINGCITY.C,19510619,1700,0.000,,22.8,13.3,17.8,,,,,,,,,,,,
KINGCITY.C,19510620,1700,0.000,,28.3,12.8,23.3,,,,,,,,,,,,
KINGCITY.C,19510621,1700,0.000,,23.3,10.6,21.7,,,,,,,,,,,,
KINGCITY.C,19510622,1700,0.000,,25.6,12.8,23.3,,,,,,,,,,,,
KINGCITY.C,19510623,1700,0.000,,26.1,9.4,23.3,,,,,,,,,,,,
KINGCITY.C,19510624,1700,0.000,,26.1,11.7,22.8,,,,,,,,,,,,
KINGCITY.C,19510625,1700,0.000,,26.7,10.6,22.2,,,,,,,,,,,,
KINGCITY.C,19510626,1700,0.000,,26.7,12.8,22.2,,,,,,,,,,,,
KINGCITY.C,19510627,1700,0.000,,28.9,10.0,22.2,,,,,,,,,,,,
KINGCITY.C,19510628,1700,0.000,,29.4,10.6,21.7,,,,,,,,,,,,
KINGCITY.C,19510629,1700,0.000,,30.0,10.6,23.9,,,,,,,,,,,,
KINGCITY.C,19510630,1700,0.000,,26.7,10.6,23.9,,,,,,,,,,,,
KINGCITY.C,19510701,1700,0.000,,26.7,11.7,23.9,,,,,,,,,,,,
KINGCITY.C,19510702,1700,0.000,,30.6,11.1,21.7,,,,,,,,,,,,
KINGCITY.C,19510703,1700,0.000,,26.7,5.6,22.8,,,,,,,,,,,,
KINGCITY.C,19510704,,0.000,,,,,,,,,,,,,,,,
KINGCITY.C,19510705,1700,0.000,,26.1,7.2,23.3,,,,,,,,,,,,
KINGCITY.C,19510706,1700,0.000,,31.1,6.7,26.7,,,,,,,,,,,,
KINGCITY.C,19510707,1700,0.000,,31.1,7.8,26.7,,,,,,,,,,,,
KINGCITY.C,19510708,1700,0.000,,33.9,8.9,29.4,,,,,,,,,,,,
KINGCITY.C,19510709,1700,0.000,,29.4,11.1,20.6,,,,,,,,,,,,
KINGCITY.C,19510710,1700,0.000,,23.9,11.1,20.6,,,,,,,,,,,,
KINGCITY.C,19510711,1700,0.000,,24.4,11.7,21.7,,,,,,,,,,,,
KINGCITY.C,19510712,1700,0.000,,26.1,12.2,23.3,,,,,,,,,,,,
KINGCITY.C,19510713,1700,0.000,,28.3,10.6,23.9,,,,,,,,,,,,
KINGCITY.C,19510714,1700,0.000,,28.3,9.4,26.7,,,,,,,,,,,,
KINGCITY.C,19510715,1700,0.000,,30.0,10.0,27.8,,,,,,,,,,,,
KINGCITY.C,19510716,1700,0.000,,30.0,9.4,26.1,,,,,,,,,,,,
KINGCITY.C,19510717,1700,0.000,,33.9,10.6,30.6,,,,,,,,,,,,
KINGCITY.C,19510718,1700,0.000,,38.3,13.3,32.8,,,,,,,,,,,,
KINGCITY.C,19510719,1700,0.000,,35.0,13.9,27.2,,,,,,,,,,,,
KINGCITY.C,19510720,1700,0.000,,28.9,12.2,25.0,,,,,,,,,,,,
KINGCITY.C,19510721,1700,0.000,,26.7,11.7,22.2,,,,,,,,,,,,
KINGCITY.C,19510722,1700,0.000,,26.1,11.1,21.1,,,,,,,,,,,,
KINGCITY.C,19510723,1700,0.000,,23.9,11.1,20.6,,,,,,,,,,,,
KINGCITY.C,19510724,1700,0.000,,23.9,12.2,21.1,,,,,,,,,,,,
KINGCITY.C,19510725,1700,0.000,,28.3,11.7,23.9,,,,,,,,,,,,
KINGCITY.C,19510726,1700,0.000,,28.3,10.6,25.0,,,,,,,,,,,,
KINGCITY.C,19510727,1700,0.000,,28.3,11.1,23.9,,,,,,,,,,,,
KINGCITY.C,19510728,1700,0.000,,26.1,10.6,23.9,,,,,,,,,,,,
KINGCITY.C,19510729,1700,0.000,,28.3,8.9,25.6,,,,,,,,,,,,
KINGCITY.C,19510730,1700,0.000,,31.7,10.6,27.2,,,,,,,,,,,,
KINGCITY.C,19510731,1700,0.000,,28.3,10.0,25.6,,,,,,,,,,,,
KINGCITY.C,19510801,1700,0.000,,26.7,11.1,21.1,,,,,,,,,,,,
KINGCITY.C,19510802,1700,0.000,,24.4,11.1,22.2,,,,,,,,,,,,
KINGCITY.C,19510803,1700,0.000,,26.1,10.6,22.2,,,,,,,,,,,,
KINGCITY.C,19510804,1700,0.000,,26.1,11.1,22.8,,,,,,,,,,,,
KINGCITY.C,19510805,1700,0.000,,27.8,11.7,24.4,,,,,,,,,,,,
KINGCITY.C,19510806,1700,0.000,,27.2,12.2,21.7,,,,,,,,,,,,
KINGCITY.C,19510807,1700,0.000,,26.1,10.6,20.0,,,,,,,,,,,,
KINGCITY.C,19510808,1700,0.000,,26.7,9.4,23.3,,,,,,,,,,,,
KINGCITY.C,19510809,1700,0.000,,26.1,10.6,23.3,,,,,,,,,,,,
KINGCITY.C,19510810,1700,0.000,,26.1,11.1,22.2,,,,,,,,,,,,
KINGCITY.C,19510811,1700,0.000,,27.8,10.6,22.2,,,,,,,,,,,,
KINGCITY.C,19510812,1700,0.000,,30.6,5.6,28.9,,,,,,,,,,,,
KINGCITY.C,19510813,1700,0.000,,32.2,7.2,30.0,,,,,,,,,,,,
KINGCITY.C,19510814,1700,0.000,,35.6,8.9,30.0,,,,,,,,,,,,
KINGCITY.C,19510815,1700,0.000,,33.9,9.4,28.3,,,,,,,,,,,,
KINGCITY.C,19510816,1700,0.000,,31.1,11.7,27.2,,,,,,,,,,,,
KINGCITY.C,19510817,1700,0.000,,30.6,12.2,27.8,,,,,,,,,,,,
KINGCITY.C,19510818,1700,0.000,,31.1,12.2,26.7,,,,,,,,,,,,
KINGCITY.C,19510819,1700,0.000,,30.0,12.8,25.0,,,,,,,,,,,,
KINGCITY.C,19510820,1700,0.000,,28.3,12.2,22.8,,,,,,,,,,,,
KINGCITY.C,19510821,1700,0.000,,26.1,11.7,22.8,,,,,,,,,,,,
KINGCITY.C,19510822,1700,0.000,,26.7,9.4,23.3,,,,,,,,,,,,
KINGCITY.C,19510823,1700,0.000,,26.1,10.6,22.8,,,,,,,,,,,,
KINGCITY.C,19510824,1700,0.000,,26.1,11.7,23.3,,,,,,,,,,,,
KINGCITY.C,19510825,1700,0.000,,31.1,10.0,27.2,,,,,,,,,,,,
KINGCITY.C,19510826,1700,0.000,,30.6,10.6,23.9,,,,,,,,,,,,
KINGCITY.C,19510827,1700,0.000,,26.1,11.7,21.1,,,,,,,,,,,,
KINGCITY.C,19510828,1700,0.000,,25.6,12.2,21.1,,,,,,,,,,,,
KINGCITY.C,19510829,1700,0.000,,29.4,10.0,22.8,,,,,,,,,,,,
KINGCITY.C,19510830,1700,0.000,,31.1,11.7,25.6,,,,,,,,,,,,
KINGCITY.C,19510831,1700,0.000,,26.1,10.6,21.7,,,,,,,,,,,,
KINGCITY.C,19510901,1700,0.000,,25.0,10.0,21.1,,,,,,,,,,,,
KINGCITY.C,19510902,1700,0.000,,25.0,11.1,22.2,,,,,,,,,,,,
KINGCITY.C,19510903,1700,0.000,,26.1,10.0,23.3,,,,,,,,,,,,
KINGCITY.C,19510904,1700,0.000,,23.9,11.7,22.2,,,,,,,,,,,,
KINGCITY.C,19510905,1700,0.000,,25.6,6.1,21.7,,,,,,,,,,,,
KINGCITY.C,19510906,1700,0.000,,26.7,7.8,22.8,,,,,,,,,,,,
KINGCITY.C,19510907,1700,0.000,,30.6,9.4,26.7,,,,,,,,,,,,
KINGCITY.C,19510908,1700,0.000,,38.9,7.2,32.8,,,,,,,,,,,,
KINGCITY.C,19510909,1700,0.000,,37.8,10.6,30.0,,,,,,,,,,,,
KINGCITY.C,19510910,1700,0.000,,31.7,9.4,25.0,,,,,,,,,,,,
KINGCITY.C,19510911,1700,0.000,,28.3,11.7,22.2,,,,,,,,,,,,
KINGCITY.C,19510912,1700,0.000,,29.4,5.6,25.6,,,,,,,,,,,,
KINGCITY.C,19510913,1700,0.000,,28.3,11.7,23.3,,,,,,,,,,,,
KINGCITY.C,19510914,1700,0.000,,31.7,10.6,28.3,,,,,,,,,,,,
KINGCITY.C,19510915,1700,0.000,,40.6,10.0,30.0,,,,,,,,,,,,
KINGCITY.C,19510916,1700,0.000,,31.7,11.7,27.2,,,,,,,,,,,,
KINGCITY.C,19510917,1700,0.000,,30.0,12.8,25.0,,,,,,,,,,,,
KINGCITY.C,19510918,1700,0.000,,26.1,11.1,22.8,,,,,,,,,,,,
KINGCITY.C,19510919,1700,0.000,,32.2,9.4,26.7,,,,,,,,,,,,
KINGCITY.C,19510920,1700,0.000,,30.0,11.1,26.1,,,,,,,,,,,,
KINGCITY.C,19510921,1700,0.000,,28.3,11.7,23.9,,,,,,,,,,,,
KINGCITY.C,19510922,1700,0.000,,26.7,10.0,22.2,,,,,,,,,,,,
KINGCITY.C,19510923,1700,0.000,,26.1,9.4,21.1,,,,,,,,,,,,
