Date,SampleID,Transect#,Quadrat.Position.m,Sample#,Width.mm,Whorls.n,Comments
5/1/2017,T1.Q30,1,30,7,23,NA,
5/1/2017,T1.Q30,1,30,8,22,NA,
5/1/2017,T1.Q30,1,30,9,23,NA,
5/1/2017,T1.Q30,1,30,10,24,NA,
5/1/2017,T1.Q35,1,35,1,22,NA,
5/1/2017,T1.Q45,1,45,1,27,NA,
5/1/2017,T2.Q10,2,10,1,21,2.25,
5/1/2017,T2.Q10,2,10,2,22,2.5,
5/1/2017,T2.Q10,2,10,3,18,2.25,
5/1/2017,T2.Q10,2,10,4,23,2.5,
5/1/2017,T2.Q10,2,10,5,7,1.5,
5/1/2017,T2.Q10,2,10,6,8,1.5,
5/1/2017,T2.Q10,2,10,7,7,1.75,
5/1/2017,T2.Q10,2,10,8,8,1.5,
5/1/2017,T2.Q10,2,10,9,6,1.25,
5/1/2017,T2.Q10,2,10,10,5,1.25,
5/1/2017,T2.Q10,2,10,11,17,NA,
5/1/2017,T2.Q10,2,10,12,2,NA,
5/1/2017,T2.Q10,2,10,13,8,NA,
5/1/2017,T2.Q10,2,10,14,8,NA,
5/1/2017,T2.Q10,2,10,15,6,NA,
5/1/2017,T2.Q10,2,10,16,5,NA,
5/1/2017,T2.Q10,2,10,17,8,NA,
5/1/2017,T2.Q10,2,10,18,4,NA,
5/1/2017,T2.Q10,2,10,19,7,NA,
5/1/2017,T2.Q20,2,20,1,11,2,
5/1/2017,T2.Q20,2,20,2,12,1.75,
5/1/2017,T2.Q20,2,20,3,21,2.75,
5/1/2017,T2.Q20,2,20,4,15,2.5,
5/1/2017,T2.Q20,2,20,5,20,NA,
5/1/2017,T2.Q20,2,20,6,14,NA,
5/1/2017,T2.Q20,2,20,7,19,NA,
5/1/2017,T2.Q20,2,20,8,17,NA,
5/1/2017,T2.Q20,2,20,9,14,NA,
5/1/2017,T2.Q20,2,20,10,9,NA,
5/1/2017,T2.Q20,2,20,11,18,NA,
5/1/2017,T2.Q25,2,25,1,23,3,
5/1/2017,T2.Q25,2,25,2,22,3,
5/1/2017,T2.Q25,2,25,3,22,3,
5/1/2017,T2.Q25,2,25,4,24,2.75,
5/1/2017,T2.Q25,2,25,5,12,2,
5/1/2017,T2.Q25,2,25,6,9,1.5,
5/1/2017,T2.Q25,2,25,7,13,2,
5/1/2017,T2.Q25,2,25,8,23,NA,
5/1/2017,T2.Q25,2,25,9,20,NA,
5/1/2017,T2.Q25,2,25,10,20,NA,
5/1/2017,T2.Q25,2,25,11,21,NA,
5/1/2017,T2.Q25,2,25,12,14,NA,
5/1/2017,T2.Q25,2,25,13,18,NA,
5/1/2017,T2.Q25,2,25,14,20,NA,
5/1/2017,T2.Q25,2,25,15,17,NA,
5/1/2017,T2.Q30,2,30,1,21,2.75,
5/1/2017,T2.Q30,2,30,2,16,2.5,
5/1/2017,T2.Q30,2,30,3,20,2.75,
5/1/2017,T2.Q30,2,30,4,21,3,
5/1/2017,T2.Q30,2,30,5,14,2.25,
5/1/2017,T2.Q30,2,30,6,21,2.5,
5/1/2017,T2.Q30,2,30,7,23,2.75,
5/1/2017,T2.Q30,2,30,8,14,2.25,
5/1/2017,T2.Q30,2,30,9,21,NA,
5/1/2017,T2.Q30,2,30,10,20,NA,
5/1/2017,T2.Q30,2,30,11,22,NA,
5/1/2017,T2.Q30,2,30,12,21,NA,
5/1/2017,T2.Q30,2,30,13,22,NA,
5/1/2017,T2.Q30,2,30,14,18,NA,
5/1/2017,T2.Q35,2,35,1,24,3.25,
5/1/2017,T2.Q35,2,35,2,25,2.5,
5/1/2017,T2.Q35,2,35,3,25,3.5,
5/1/2017,T2.Q35,2,35,4,24,3,
5/1/2017,T2.Q35,2,35,5,21,2.75,
5/1/2017,T2.Q35,2,35,6,26,3,
5/1/2017,T2.Q35,2,35,7,27,3.5,
5/1/2017,T2.Q35,2,35,8,22,3,
5/1/2017,T2.Q35,2,35,9,22,2.5,
5/1/2017,T2.Q35,2,35,10,24,3.25,
5/1/2017,T2.Q35,2,35,11,19,3,
5/1/2017,T2.Q35,2,35,12,20,2.75,
5/1/2017,T2.Q35,2,35,13,21,2.75,
5/1/2017,T2.Q35,2,35,14,27,3.25,
5/1/2017,T2.Q35,2,35,15,22,2.75,
5/1/2017,T2.Q35,2,35,16,23,3,
5/1/2017,T2.Q35,2,35,17,21,NA,
5/1/2017,T2.Q35,2,35,18,22,NA,
5/1/2017,T2.Q35,2,35,19,26,NA,
5/1/2017,T2.Q35,2,35,20,24,NA,
5/1/2017,T2.Q35,2,35,21,25,NA,
5/1/2017,T2.Q35,2,35,22,21,NA,
5/1/2017,T2.Q35,2,35,23,23,NA,
5/1/2017,T2.Q35,2,35,24,24,NA,
5/1/2017,T2.Q35,2,35,25,22,NA,
5/1/2017,T2.Q35,2,35,26,22,NA,
5/1/2017,T2.Q35,2,35,27,24,NA,
5/1/2017,T2.Q35,2,35,28,21,NA,
5/1/2017,T2.Q35,2,35,29,21,NA,
5/1/2017,T2.Q40,2,40,1,27,3,
5/1/2017,T2.Q40,2,40,2,23,2.75,
5/1/2017,T2.Q40,2,40,3,24,2.5,
5/1/2017,T2.Q40,2,40,4,24,NA,
5/1/2017,T2.Q40,2,40,5,23,NA,
5/1/2017,T2.Q40,2,40,6,21,NA,
5/1/2017,T2.Q45,2,45,1,24,2.5,
5/1/2017,T2.Q45,2,45,2,25,NA,
5/1/2017,T2.Q50,2,50,1,27,3.25,
5/1/2017,T2.Q50,2,50,2,24,NA,
5/15/2017,T3.Q05,3,5,1,20,3.25,
5/15/2017,T3.Q05,3,5,2,17,3,
5/15/2017,T3.Q05,3,5,3,21,3,
5/15/2017,T3.Q05,3,5,4,12,2.5,
5/15/2017,T3.Q05,3,5,5,20,3,
5/15/2017,T3.Q05,3,5,6,21,3,
5/15/2017,T3.Q05,3,5,7,21,3,
5/15/2017,T3.Q05,3,5,8,21,3,
5/15/2017,T3.Q05,3,5,9,19,2.75,
5/15/2017,T3.Q05,3,5,10,19,2.75,
5/15/2017,T3.Q05,3,5,11,5,2,
5/15/2017,T3.Q05,3,5,12,20,3,
5/15/2017,T3.Q05,3,5,13,17,3,
5/15/2017,T3.Q05,3,5,14,19,3.25,
5/15/2017,T3.Q05,3,5,15,15,3,
5/15/2017,T3.Q05,3,5,16,17,3.25,
5/15/2017,T3.Q05,3,5,17,18,3,
5/15/2017,T3.Q05,3,5,18,18,3,
5/15/2017,T3.Q05,3,5,19,15,2.75,
5/15/2017,T3.Q05,3,5,20,20,3.5,
5/15/2017,T3.Q05,3,5,21,18,3,
5/15/2017,T3.Q05,3,5,22,16,3,
5/15/2017,T3.Q05,3,5,23,20,3.25,
5/15/2017,T3.Q05,3,5,24,19,3,
5/15/2017,T3.Q05,3,5,25,17,3,
5/15/2017,T3.Q05,3,5,26,10,2,
5/15/2017,T3.Q05,3,5,27,15,2.75,
5/15/2017,T3.Q05,3,5,28,20,3,
5/15/2017,T3.Q05,3,5,29,16,2.75,
5/15/2017,T3.Q05,3,5,30,22,3.75,
5/15/2017,T3.Q10,3,10,1,20,3,
5/15/2017,T3.Q10,3,10,2,17,2.5,
5/15/2017,T3.Q10,3,10,3,9,1.75,
5/15/2017,T3.Q10,3,10,4,10,2.25,
5/15/2017,T3.Q10,3,10,5,17,2.5,
5/15/2017,T3.Q10,3,10,6,14,2.5,
5/15/2017,T3.Q10,3,10,7,11,2.5,
5/15/2017,T3.Q10,3,10,8,5,1.75,
5/15/2017,T3.Q10,3,10,9,20,3.25,
5/15/2017,T3.Q10,3,10,10,21,3.5,
5/15/2017,T3.Q10,3,10,11,13,3.75,
5/15/2017,T3.Q15,3,15,1,22,3,
5/15/2017,T3.Q15,3,15,2,20,2.75,
5/15/2017,T3.Q15,3,15,3,19,2.75,
5/15/2017,T3.Q15,3,15,4,13,2.75,
5/15/2017,T3.Q15,3,15,5,21,3,
5/15/2017,T3.Q15,3,15,6,13,2.75,
5/15/2017,T3.Q15,3,15,7,14,2.5,
5/15/2017,T3.Q15,3,15,8,14,2.5,
5/15/2017,T3.Q15,3,15,9,4,1.5,
5/15/2017,T3.Q15,3,15,10,24,3.75,
5/15/2017,T3.Q15,3,15,11,14,3,
5/15/2017,T3.Q15,3,15,12,17,3.25,
5/15/2017,T3.Q15,3,15,13,13,3,
5/15/2017,T3.Q15,3,15,14,14,3,
5/15/2017,T3.Q15,3,15,15,12,2.75,
5/15/2017,T3.Q15,3,15,16,7,2,
5/15/2017,T3.Q15,3,15,17,18,3.5,
5/15/2017,T3.Q15,3,15,18,13,3.5,
5/15/2017,T3.Q15,3,15,19,21,3.75,
5/15/2017,T3.Q15,3,15,20,23,4.25,
5/15/2017,T3.Q15,3,15,21,11,3.5,
5/15/2017,T3.Q15,3,15,22,15,3,
5/15/2017,T3.Q15,3,15,23,14,3.5,
5/15/2017,T3.Q20,3,20,1,22,3.25,
5/15/2017,T3.Q20,3,20,2,23,3,
5/15/2017,T3.Q20,3,20,3,13,2.75,
5/15/2017,T3.Q20,3,20,4,19,3,
5/15/2017,T3.Q20,3,20,5,22,3.25,
5/15/2017,T3.Q20,3,20,6,22,NA,barnacles
5/15/2017,T3.Q20,3,20,7,18,2.75,
5/15/2017,T3.Q20,3,20,8,15,2.5,
5/15/2017,T3.Q20,3,20,9,2,1.25,
5/15/2017,T3.Q20,3,20,10,20,3.25,
5/15/2017,T3.Q20,3,20,11,19,3.25,
5/15/2017,T3.Q20,3,20,12,14,2.75,
5/15/2017,T3.Q20,3,20,13,17,3,
5/15/2017,T3.Q20,3,20,14,17,3,
5/15/2017,T3.Q20,3,20,15,21,3.25,
5/15/2017,T3.Q20,3,20,16,18,3,
5/15/2017,T3.Q20,3,20,17,14,3,
5/15/2017,T3.Q20,3,20,18,1.7,NA,shell was cracked
5/15/2017,T3.Q20,3,20,19,22,3.5,
5/15/2017,T3.Q20,3,20,20,17,3.25,
5/15/2017,T3.Q20,3,20,21,18,3.75,
5/15/2017,T3.Q20,3,20,22,20,4,
5/15/2017,T3.Q20,3,20,23,18,3.5,
5/15/2017,T3.Q20,3,20,24,18,4,
5/15/2017,T3.Q20,3,20,25,15,4.25,
5/15/2017,T3.Q20,3,20,26,17,4,
5/15/2017,T3.Q20,3,20,27,13,3.5,
5/15/2017,T3.Q25,3,25,1,25,3.25,
5/15/2017,T3.Q25,3,25,2,23,3.25,
5/15/2017,T3.Q25,3,25,3,11,2.75,
5/15/2017,T3.Q25,3,25,4,22,3,
5/15/2017,T3.Q25,3,25,5,21,3.25,
5/15/2017,T3.Q25,3,25,6,20,3.5,
5/15/2017,T3.Q25,3,25,7,23,3.5,
5/15/2017,T3.Q25,3,25,8,19,30,
5/15/2017,T3.Q25,3,25,9,17,3.25,
5/15/2017,T3.Q25,3,25,10,18,3,
5/15/2017,T3.Q25,3,25,11,22,3.25,
5/15/2017,T3.Q25,3,25,12,21,3.5,
5/15/2017,T3.Q25,3,25,13,21,3.5,
5/15/2017,T3.Q25,3,25,14,23,4,
5/15/2017,T3.Q25,3,25,15,25,3.5,
5/15/2017,T3.Q25,3,25,16,17,3.5,
5/15/2017,T3.Q30,3,30,1,22,3,
5/15/2017,T3.Q30,3,30,2,26,3.75,
5/15/2017,T3.Q30,3,30,3,25,NA,barnacles
5/15/2017,T3.Q30,3,30,4,24,3.25,
5/15/2017,T3.Q30,3,30,5,25,3.5,
5/15/2017,T3.Q30,3,30,6,20,3,
5/15/2017,T3.Q30,3,30,7,19,3,
5/15/2017,T3.Q30,3,30,8,24,3.5,
5/15/2017,T3.Q30,3,30,9,15,3,
5/15/2017,T3.Q30,3,30,10,21,3.25,
5/15/2017,T3.Q30,3,30,11,22,3.25,
5/15/2017,T3.Q30,3,30,12,21,3,
5/15/2017,T3.Q30,3,30,13,19,3,
5/15/2017,T3.Q30,3,30,14,24,3.5,
5/15/2017,T3.Q30,3,30,15,22,3.5,
5/15/2017,T3.Q30,3,30,16,20,3.75,
5/15/2017,T3.Q30,3,30,17,19,3.5,
5/15/2017,T3.Q30,3,30,18,24,3.5,
5/15/2017,T3.Q30,3,30,19,19,3.75,
5/15/2017,T3.Q30,3,30,20,24,4,
5/15/2017,T3.Q30,3,30,21,20,4,
5/15/2017,T3.Q35,3,35,1,27,3.5,
5/15/2017,T3.Q35,3,35,2,24,NA,sponges
5/15/2017,T3.Q35,3,35,3,22,3,
5/15/2017,T3.Q35,3,35,4,24,3.25,
5/15/2017,T3.Q35,3,35,5,23,3,
5/15/2017,T3.Q35,3,35,6,26,3.25,
5/15/2017,T3.Q35,3,35,7,23,3.5,
5/15/2017,T3.Q35,3,35,8,21,3,
5/15/2017,T3.Q35,3,35,9,20,3.25,
5/15/2017,T3.Q35,3,35,10,20,3,
5/15/2017,T3.Q35,3,35,11,22,3.5,
5/15/2017,T3.Q35,3,35,12,24,3.5,
5/15/2017,T3.Q35,3,35,13,24,3.25,
5/15/2017,T3.Q35,3,35,14,20,3.25,
5/15/2017,T3.Q35,3,35,15,2.5,NA,shell was cracked
5/15/2017,T3.Q35,3,35,16,22,3,
5/15/2017,T3.Q35,3,35,17,26,3.5,
5/15/2017,T3.Q35,3,35,18,23,3.25,
5/15/2017,T3.Q35,3,35,19,25,3.75,
5/15/2017,T3.Q35,3,35,20,25,3.25,
5/15/2017,T3.Q35,3,35,21,26,3.75,
5/15/2017,T3.Q35,3,35,22,25,3.75,
5/15/2017,T3.Q35,3,35,23,23,4,
5/15/2017,T3.Q35,3,35,24,22,4,
5/15/2017,T3.Q40,3,40,1,27,NA,red algae on shell
5/15/2017,T3.Q40,3,40,2,25,NA,erosion
5/15/2017,T3.Q40,3,40,3,27,NA,red algae on shell
5/15/2017,T3.Q40,3,40,4,21,3,
5/15/2017,T3.Q40,3,40,5,26,NA,erosion
5/15/2017,T3.Q40,3,40,6,26,NA,erosion
5/15/2017,T3.Q40,3,40,7,27,3.5,
5/15/2017,T3.Q40,3,40,8,27,3.75,
5/15/2017,T3.Q40,3,40,9,27,3.5,
5/15/2017,T3.Q40,3,40,10,25,3.5,
5/15/2017,T3.Q40,3,40,11,25,3.5,
5/15/2017,T3.Q40,3,40,12,27,3.5,
5/15/2017,T3.Q40,3,40,13,24,3.75,
5/15/2017,T3.Q40,3,40,14,25,3.75,
5/15/2017,T3.Q40,3,40,15,28,3.75,
5/15/2017,T3.Q40,3,40,16,27,3.75,
5/15/2017,T3.Q40,3,40,17,27,4,
5/15/2017,T3.Q40,3,40,18,28,3.75,
5/15/2017,T3.Q40,3,40,19,25,4,
5/15/2017,T3.Q40,3,40,20,24,3.75,
5/15/2017,T3.Q50,3,50,1,24,3.25,
5/15/2017,T3.Q50,3,50,2,30,4,
5/15/2017,T3.Q50,3,50,3,22,4,
5/15/2017,T3.Q50,3,50,4,26,3.5,
5/15/2017,T3.Q50,3,50,5,28,4.25,
5/15/2017,T3.Q50,3,50,6,25,3.75,
5/15/2017,T4.Q05,4,5,1,22,3.25,
5/15/2017,T4.Q05,4,5,2,22,3.5,
5/15/2017,T4.Q05,4,5,3,21,3.5,
5/15/2017,T4.Q05,4,5,4,20,4,
5/15/2017,T4.Q05,4,5,5,19,3.5,
5/15/2017,T4.Q10,4,10,1,22,3.25,
5/15/2017,T4.Q10,4,10,2,14,2.75,
5/15/2017,T4.Q10,4,10,3,17,3,
5/15/2017,T4.Q10,4,10,4,15,2.75,
5/15/2017,T4.Q10,4,10,5,15,3,
5/15/2017,T4.Q10,4,10,6,14,3,
5/15/2017,T4.Q10,4,10,7,13,2.75,
5/15/2017,T4.Q10,4,10,8,4,2,
5/15/2017,T4.Q10,4,10,9,4,1.75,
5/15/2017,T4.Q10,4,10,10,6,3,
5/15/2017,T4.Q10,4,10,11,10,3,
5/15/2017,T4.Q10,4,10,12,11,2.75,
5/15/2017,T4.Q10,4,10,13,11,3,
5/15/2017,T4.Q10,4,10,14,7,2.5,
5/15/2017,T4.Q10,4,10,15,6,2.5,
5/15/2017,T4.Q10,4,10,16,3,2,
5/15/2017,T4.Q10,4,10,17,4,2.5,
5/15/2017,T4.Q10,4,10,18,13,3.5,
5/15/2017,T4.Q10,4,10,19,16,3.75,
5/15/2017,T4.Q10,4,10,20,13,3.25,
5/15/2017,T4.Q10,4,10,21,19,3.5,
5/15/2017,T4.Q10,4,10,22,13,3.75,
5/15/2017,T4.Q10,4,10,23,13,4,
5/15/2017,T4.Q10,4,10,24,11,3.5,
5/15/2017,T4.Q10,4,10,25,5,3.5,
5/15/2017,T4.Q10,4,10,26,10,3.75,
5/15/2017,T4.Q10,4,10,27,7,4,
5/15/2017,T4.Q15,4,15,1,8,3,
5/15/2017,T4.Q15,4,15,2,13,2.5,
5/15/2017,T4.Q15,4,15,3,8,3,
5/15/2017,T4.Q15,4,15,4,14,3,
5/15/2017,T4.Q15,4,15,5,6,3,
5/15/2017,T4.Q15,4,15,6,17,3,
5/15/2017,T4.Q15,4,15,7,12,2.5,
5/15/2017,T4.Q15,4,15,8,16,3,
5/15/2017,T4.Q15,4,15,9,6,2.25,
5/15/2017,T4.Q15,4,15,10,6,2.5,
5/15/2017,T4.Q15,4,15,11,7,2.5,
5/15/2017,T4.Q15,4,15,12,15,3.25,
5/15/2017,T4.Q15,4,15,13,16,3.25,
5/15/2017,T4.Q15,4,15,14,6,2.5,
5/15/2017,T4.Q15,4,15,15,14,3.5,
5/15/2017,T4.Q15,4,15,16,7,3.25,
5/15/2017,T4.Q15,4,15,17,11,3,
5/15/2017,T4.Q15,4,15,18,14,3.25,
5/15/2017,T4.Q15,4,15,19,14,3.5,
5/15/2017,T4.Q20,4,20,1,23,3.5,
5/15/2017,T4.Q20,4,20,2,20,3.25,
5/15/2017,T4.Q20,4,20,3,5,2,
5/15/2017,T4.Q20,4,20,4,12,3,
5/15/2017,T4.Q20,4,20,5,13,3,
5/15/2017,T4.Q20,4,20,6,13,2.5,
5/15/2017,T4.Q20,4,20,7,15,2.75,
5/15/2017,T4.Q20,4,20,8,15,3.25,
5/15/2017,T4.Q20,4,20,9,14,3.75,
5/15/2017,T4.Q20,4,20,10,5,2,
5/15/2017,T4.Q20,4,20,11,5,3,
5/15/2017,T4.Q25,4,25,1,23,3.5,
5/15/2017,T4.Q25,4,25,2,20,3.25,
5/15/2017,T4.Q25,4,25,3,20,3,
5/15/2017,T4.Q25,4,25,4,22,3.25,
5/15/2017,T4.Q25,4,25,5,20,3.25,
5/15/2017,T4.Q25,4,25,6,25,3.5,
5/15/2017,T4.Q25,4,25,7,21,3.25,
5/15/2017,T4.Q25,4,25,8,21,3.75,
5/15/2017,T4.Q25,4,25,9,24,4,
5/15/2017,T4.Q30,4,30,1,29,NA,erosion
5/15/2017,T4.Q30,4,30,2,26,3.5,
5/15/2017,T4.Q30,4,30,3,25,NA,erosion
5/15/2017,T4.Q30,4,30,4,23,3.25,
5/15/2017,T4.Q30,4,30,5,24,3.25,
5/15/2017,T4.Q30,4,30,6,25,3.25,
5/15/2017,T4.Q30,4,30,7,13,3.75,
5/15/2017,T4.Q30,4,30,8,19,3,
5/15/2017,T4.Q30,4,30,9,14,3,
5/15/2017,T4.Q30,4,30,10,21,3,
5/15/2017,T4.Q30,4,30,11,22,3.25,
5/15/2017,T4.Q30,4,30,12,21,3,
5/15/2017,T4.Q30,4,30,13,15,3,
5/15/2017,T4.Q30,4,30,14,17,3,
5/15/2017,T4.Q30,4,30,15,20,3.25,
5/15/2017,T4.Q30,4,30,16,13,3.25,
5/15/2017,T4.Q30,4,30,17,23,3.25,
5/15/2017,T4.Q30,4,30,18,13,4,
5/15/2017,T4.Q30,4,30,19,20,3.5,
5/15/2017,T4.Q30,4,30,20,15,3.25,
5/15/2017,T4.Q30,4,30,21,20,3.25,
5/15/2017,T4.Q30,4,30,22,22,3,
5/15/2017,T4.Q30,4,30,23,23,3.25,
5/15/2017,T4.Q30,4,30,24,27,3.25,
5/15/2017,T4.Q30,4,30,25,26,3.75,
5/15/2017,T4.Q30,4,30,26,24,4,
5/15/2017,T4.Q30,4,30,27,23,3.75,
5/15/2017,T4.Q30,4,30,28,22,4,
5/15/2017,T4.Q30,4,30,29,24,3.5,
5/15/2017,T4.Q30,4,30,30,24,3.25,
5/15/2017,T4.Q30,4,30,31,22,3.75,
5/15/2017,T4.Q30,4,30,32,22,4,
5/15/2017,T4.Q30,4,30,33,24,3.5,
5/15/2017,T4.Q30,4,30,34,15,3.5,
5/15/2017,T4.Q30,4,30,35,20,3.75,
5/15/2017,T4.Q35,4,35,1,25,NA,
5/15/2017,T4.Q35,4,35,2,21,3.5,red algae on shell
5/15/2017,T4.Q35,4,35,3,25,3.5,
5/15/2017,T4.Q35,4,35,4,16,3,
5/15/2017,T4.Q35,4,35,5,22,3.25,
5/15/2017,T4.Q35,4,35,6,27,3.5,
5/15/2017,T4.Q35,4,35,7,23,4,
5/15/2017,T4.Q35,4,35,8,23,3.25,
5/15/2017,T4.Q40,4,40,1,27,NA,red algae on shell
5/15/2017,T4.Q40,4,40,2,22,3,
5/15/2017,T4.Q40,4,40,3,25,3.5,
5/15/2017,T4.Q40,4,40,4,26,3.5,
5/15/2017,T4.Q40,4,40,5,24,3.75,
5/15/2017,T4.Q40,4,40,6,28,4,
5/15/2017,T4.Q40,4,40,7,23,3.5,
5/15/2017,T4.Q45,4,45,1,28,3.75,
5/15/2017,T4.Q45,4,45,2,27,3.5,
5/15/2017,T4.Q45,4,45,3,27,3.75,
5/15/2017,T4.Q45,4,45,4,25,3.5,
5/15/2017,T4.Q45,4,45,5,27,3.75,
