"","study","studySub","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","size1mm_rand","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","year"
"33","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,5,NA,NA,"T1.Q15",20,20,NA,1.1,43.301949,-124.39942,NA,"","",2017
"34","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,6,NA,NA,"T1.Q15",25,25,NA,1.1,43.301949,-124.39942,NA,"","",2017
"35","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,7,NA,NA,"T1.Q15",23,23,NA,1.1,43.301949,-124.39942,NA,"","",2017
"36","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,8,NA,NA,"T1.Q15",21,21,NA,1.1,43.301949,-124.39942,NA,"","",2017
"37","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,9,NA,NA,"T1.Q15",15,15,NA,1.1,43.301949,-124.39942,NA,"","",2017
"38","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,1,NA,NA,"T1.Q25",26,26,NA,0.7,43.301949,-124.39942,NA,"","",2017
"39","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,2,NA,NA,"T1.Q25",22,22,NA,0.7,43.301949,-124.39942,NA,"","",2017
"40","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,3,NA,NA,"T1.Q25",23,23,NA,0.7,43.301949,-124.39942,NA,"","",2017
"41","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,4,NA,NA,"T1.Q25",19,19,NA,0.7,43.301949,-124.39942,NA,"","",2017
"42","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,5,NA,NA,"T1.Q25",21,21,NA,0.7,43.301949,-124.39942,NA,"","",2017
"43","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,6,NA,NA,"T1.Q25",24,24,NA,0.7,43.301949,-124.39942,NA,"","",2017
"44","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,7,NA,NA,"T1.Q25",23,23,NA,0.7,43.301949,-124.39942,NA,"","",2017
"45","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,8,NA,NA,"T1.Q25",26,26,NA,0.7,43.301949,-124.39942,NA,"","",2017
"46","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,9,NA,NA,"T1.Q25",24,24,NA,0.7,43.301949,-124.39942,NA,"","",2017
"47","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,10,NA,NA,"T1.Q25",25,25,NA,0.7,43.301949,-124.39942,NA,"","",2017
"48","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,11,NA,NA,"T1.Q25",22,22,NA,0.7,43.301949,-124.39942,NA,"","",2017
"49","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,12,NA,NA,"T1.Q25",24,24,NA,0.7,43.301949,-124.39942,NA,"","",2017
"50","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,13,NA,NA,"T1.Q25",24,24,NA,0.7,43.301949,-124.39942,NA,"","",2017
"51","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,14,NA,NA,"T1.Q25",18,18,NA,0.7,43.301949,-124.39942,NA,"","",2017
"52","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,15,NA,NA,"T1.Q25",25,25,NA,0.7,43.301949,-124.39942,NA,"","",2017
"53","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,16,NA,NA,"T1.Q25",17,17,NA,0.7,43.301949,-124.39942,NA,"","",2017
"54","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,17,NA,NA,"T1.Q25",22,22,NA,0.7,43.301949,-124.39942,NA,"","",2017
"55","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,18,NA,NA,"T1.Q25",17,17,NA,0.7,43.301949,-124.39942,NA,"","",2017
"56","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,19,NA,NA,"T1.Q25",25,25,NA,0.7,43.301949,-124.39942,NA,"","",2017
"57","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,20,NA,NA,"T1.Q25",21,21,NA,0.7,43.301949,-124.39942,NA,"","",2017
"58","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,21,NA,NA,"T1.Q25",24,24,NA,0.7,43.301949,-124.39942,NA,"","",2017
"59","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,22,NA,NA,"T1.Q25",20,20,NA,0.7,43.301949,-124.39942,NA,"","",2017
"60","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,1,NA,NA,"T1.Q30",26,26,NA,0.5,43.301949,-124.39942,NA,"","",2017
"61","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,2,NA,NA,"T1.Q30",26,26,NA,0.5,43.301949,-124.39942,NA,"","",2017
"62","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,3,NA,NA,"T1.Q30",26,26,NA,0.5,43.301949,-124.39942,NA,"","",2017
"63","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,4,NA,NA,"T1.Q30",30,30,NA,0.5,43.301949,-124.39942,NA,"","",2017
"64","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,5,NA,NA,"T1.Q30",24,24,NA,0.5,43.301949,-124.39942,NA,"","",2017
"65","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,6,NA,NA,"T1.Q30",23,23,NA,0.5,43.301949,-124.39942,NA,"","",2017
"66","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,7,NA,NA,"T1.Q30",23,23,NA,0.5,43.301949,-124.39942,NA,"","",2017
"67","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,8,NA,NA,"T1.Q30",22,22,NA,0.5,43.301949,-124.39942,NA,"","",2017
"68","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,9,NA,NA,"T1.Q30",23,23,NA,0.5,43.301949,-124.39942,NA,"","",2017
"69","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,10,NA,NA,"T1.Q30",24,24,NA,0.5,43.301949,-124.39942,NA,"","",2017
"70","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,1,NA,NA,"T1.Q35",22,22,NA,0.1,43.301949,-124.39942,NA,"","",2017
"71","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",1,1,NA,NA,"T1.Q45",27,27,NA,0,43.301949,-124.39942,NA,"","",2017
"72","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,1,NA,NA,"T2.Q10",21,21,NA,1.6,43.302368,-124.399239,NA,"","",2017
"73","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,2,NA,NA,"T2.Q10",22,22,NA,1.6,43.302368,-124.399239,NA,"","",2017
"74","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,3,NA,NA,"T2.Q10",18,18,NA,1.6,43.302368,-124.399239,NA,"","",2017
"75","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,4,NA,NA,"T2.Q10",23,23,NA,1.6,43.302368,-124.399239,NA,"","",2017
"76","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,5,NA,NA,"T2.Q10",7,7,NA,1.6,43.302368,-124.399239,NA,"","",2017
"77","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,6,NA,NA,"T2.Q10",8,8,NA,1.6,43.302368,-124.399239,NA,"","",2017
"78","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,7,NA,NA,"T2.Q10",7,7,NA,1.6,43.302368,-124.399239,NA,"","",2017
"79","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,8,NA,NA,"T2.Q10",8,8,NA,1.6,43.302368,-124.399239,NA,"","",2017
"80","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,9,NA,NA,"T2.Q10",6,6,NA,1.6,43.302368,-124.399239,NA,"","",2017
"81","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,10,NA,NA,"T2.Q10",5,5,NA,1.6,43.302368,-124.399239,NA,"","",2017
"82","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,11,NA,NA,"T2.Q10",17,17,NA,1.6,43.302368,-124.399239,NA,"","",2017
"83","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,12,NA,NA,"T2.Q10",2,2,NA,1.6,43.302368,-124.399239,NA,"","",2017
"84","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,13,NA,NA,"T2.Q10",8,8,NA,1.6,43.302368,-124.399239,NA,"","",2017
"85","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,14,NA,NA,"T2.Q10",8,8,NA,1.6,43.302368,-124.399239,NA,"","",2017
"86","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,15,NA,NA,"T2.Q10",6,6,NA,1.6,43.302368,-124.399239,NA,"","",2017
"87","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,16,NA,NA,"T2.Q10",5,5,NA,1.6,43.302368,-124.399239,NA,"","",2017
"88","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,17,NA,NA,"T2.Q10",8,8,NA,1.6,43.302368,-124.399239,NA,"","",2017
"89","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,18,NA,NA,"T2.Q10",4,4,NA,1.6,43.302368,-124.399239,NA,"","",2017
"90","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,19,NA,NA,"T2.Q10",7,7,NA,1.6,43.302368,-124.399239,NA,"","",2017
"91","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,1,NA,NA,"T2.Q20",11,11,NA,0.6,43.302368,-124.399239,NA,"","",2017
"92","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,2,NA,NA,"T2.Q20",12,12,NA,0.6,43.302368,-124.399239,NA,"","",2017
"93","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,3,NA,NA,"T2.Q20",21,21,NA,0.6,43.302368,-124.399239,NA,"","",2017
"94","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,4,NA,NA,"T2.Q20",15,15,NA,0.6,43.302368,-124.399239,NA,"","",2017
"95","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,5,NA,NA,"T2.Q20",20,20,NA,0.6,43.302368,-124.399239,NA,"","",2017
"96","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,6,NA,NA,"T2.Q20",14,14,NA,0.6,43.302368,-124.399239,NA,"","",2017
"97","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,7,NA,NA,"T2.Q20",19,19,NA,0.6,43.302368,-124.399239,NA,"","",2017
"98","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,8,NA,NA,"T2.Q20",17,17,NA,0.6,43.302368,-124.399239,NA,"","",2017
"99","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,9,NA,NA,"T2.Q20",14,14,NA,0.6,43.302368,-124.399239,NA,"","",2017
"100","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,10,NA,NA,"T2.Q20",9,9,NA,0.6,43.302368,-124.399239,NA,"","",2017
"101","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,11,NA,NA,"T2.Q20",18,18,NA,0.6,43.302368,-124.399239,NA,"","",2017
"102","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,1,NA,NA,"T2.Q25",23,23,NA,0.8,43.302368,-124.399239,NA,"","",2017
"103","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,2,NA,NA,"T2.Q25",22,22,NA,0.8,43.302368,-124.399239,NA,"","",2017
"104","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,3,NA,NA,"T2.Q25",22,22,NA,0.8,43.302368,-124.399239,NA,"","",2017
"105","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,4,NA,NA,"T2.Q25",24,24,NA,0.8,43.302368,-124.399239,NA,"","",2017
"106","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,5,NA,NA,"T2.Q25",12,12,NA,0.8,43.302368,-124.399239,NA,"","",2017
"107","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,6,NA,NA,"T2.Q25",9,9,NA,0.8,43.302368,-124.399239,NA,"","",2017
"108","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,7,NA,NA,"T2.Q25",13,13,NA,0.8,43.302368,-124.399239,NA,"","",2017
"109","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,8,NA,NA,"T2.Q25",23,23,NA,0.8,43.302368,-124.399239,NA,"","",2017
"110","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,9,NA,NA,"T2.Q25",20,20,NA,0.8,43.302368,-124.399239,NA,"","",2017
"111","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,10,NA,NA,"T2.Q25",20,20,NA,0.8,43.302368,-124.399239,NA,"","",2017
"112","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,11,NA,NA,"T2.Q25",21,21,NA,0.8,43.302368,-124.399239,NA,"","",2017
"113","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,12,NA,NA,"T2.Q25",14,14,NA,0.8,43.302368,-124.399239,NA,"","",2017
"114","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,13,NA,NA,"T2.Q25",18,18,NA,0.8,43.302368,-124.399239,NA,"","",2017
"115","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,14,NA,NA,"T2.Q25",20,20,NA,0.8,43.302368,-124.399239,NA,"","",2017
"116","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,15,NA,NA,"T2.Q25",17,17,NA,0.8,43.302368,-124.399239,NA,"","",2017
"117","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,1,NA,NA,"T2.Q30",21,21,NA,0.6,43.302368,-124.399239,NA,"","",2017
"118","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,2,NA,NA,"T2.Q30",16,16,NA,0.6,43.302368,-124.399239,NA,"","",2017
"119","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,3,NA,NA,"T2.Q30",20,20,NA,0.6,43.302368,-124.399239,NA,"","",2017
"120","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,4,NA,NA,"T2.Q30",21,21,NA,0.6,43.302368,-124.399239,NA,"","",2017
"121","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,5,NA,NA,"T2.Q30",14,14,NA,0.6,43.302368,-124.399239,NA,"","",2017
"122","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,6,NA,NA,"T2.Q30",21,21,NA,0.6,43.302368,-124.399239,NA,"","",2017
"123","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,7,NA,NA,"T2.Q30",23,23,NA,0.6,43.302368,-124.399239,NA,"","",2017
"124","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,8,NA,NA,"T2.Q30",14,14,NA,0.6,43.302368,-124.399239,NA,"","",2017
"125","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,9,NA,NA,"T2.Q30",21,21,NA,0.6,43.302368,-124.399239,NA,"","",2017
"126","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,10,NA,NA,"T2.Q30",20,20,NA,0.6,43.302368,-124.399239,NA,"","",2017
"127","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,11,NA,NA,"T2.Q30",22,22,NA,0.6,43.302368,-124.399239,NA,"","",2017
"128","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,12,NA,NA,"T2.Q30",21,21,NA,0.6,43.302368,-124.399239,NA,"","",2017
"129","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,13,NA,NA,"T2.Q30",22,22,NA,0.6,43.302368,-124.399239,NA,"","",2017
"130","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,14,NA,NA,"T2.Q30",18,18,NA,0.6,43.302368,-124.399239,NA,"","",2017
"131","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,1,NA,NA,"T2.Q35",24,24,NA,0.4,43.302368,-124.399239,NA,"","",2017
"132","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,2,NA,NA,"T2.Q35",25,25,NA,0.4,43.302368,-124.399239,NA,"","",2017
"133","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,3,NA,NA,"T2.Q35",25,25,NA,0.4,43.302368,-124.399239,NA,"","",2017
"134","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,4,NA,NA,"T2.Q35",24,24,NA,0.4,43.302368,-124.399239,NA,"","",2017
"135","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,5,NA,NA,"T2.Q35",21,21,NA,0.4,43.302368,-124.399239,NA,"","",2017
"136","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,6,NA,NA,"T2.Q35",26,26,NA,0.4,43.302368,-124.399239,NA,"","",2017
"137","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,7,NA,NA,"T2.Q35",27,27,NA,0.4,43.302368,-124.399239,NA,"","",2017
"138","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,8,NA,NA,"T2.Q35",22,22,NA,0.4,43.302368,-124.399239,NA,"","",2017
"139","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,9,NA,NA,"T2.Q35",22,22,NA,0.4,43.302368,-124.399239,NA,"","",2017
"140","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,10,NA,NA,"T2.Q35",24,24,NA,0.4,43.302368,-124.399239,NA,"","",2017
"141","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,11,NA,NA,"T2.Q35",19,19,NA,0.4,43.302368,-124.399239,NA,"","",2017
"142","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,12,NA,NA,"T2.Q35",20,20,NA,0.4,43.302368,-124.399239,NA,"","",2017
"143","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,13,NA,NA,"T2.Q35",21,21,NA,0.4,43.302368,-124.399239,NA,"","",2017
"144","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,14,NA,NA,"T2.Q35",27,27,NA,0.4,43.302368,-124.399239,NA,"","",2017
"145","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,15,NA,NA,"T2.Q35",22,22,NA,0.4,43.302368,-124.399239,NA,"","",2017
"146","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,16,NA,NA,"T2.Q35",23,23,NA,0.4,43.302368,-124.399239,NA,"","",2017
"147","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,17,NA,NA,"T2.Q35",21,21,NA,0.4,43.302368,-124.399239,NA,"","",2017
"148","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,18,NA,NA,"T2.Q35",22,22,NA,0.4,43.302368,-124.399239,NA,"","",2017
"149","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,19,NA,NA,"T2.Q35",26,26,NA,0.4,43.302368,-124.399239,NA,"","",2017
"150","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,20,NA,NA,"T2.Q35",24,24,NA,0.4,43.302368,-124.399239,NA,"","",2017
"151","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,21,NA,NA,"T2.Q35",25,25,NA,0.4,43.302368,-124.399239,NA,"","",2017
"152","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,22,NA,NA,"T2.Q35",21,21,NA,0.4,43.302368,-124.399239,NA,"","",2017
"153","Galloway",NA,"Tegula funebralis","CHFU","SouthCove","present","5/1/2017",2,23,NA,NA,"T2.Q35",23,23,NA,0.4,43.302368,-124.399239,NA,"","",2017
